Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Order,Product Image,Multi Image,Brand,List,Pros,Cons,Material,Softness,Price,Breathability,Thread count,Durability,Customer reviews,Size options,Care instructions,Color/pattern options,Weave type,Hypoallergenic properties,Eco friendliness,Warranty/return policy,Brand reputation,Total score,Popularity (sub score),Brand Reputation (sub score),Overall Value (sub score),Luxury (sub score),is_amazon,Description,promotion_code,promotion,exact_price,Affiliate url (web),Amazon affiliate url,Size,Amazon Affiliate url - mobile,Amazon Affiliate url - desktop,URL sanity,affiliation check
Micro Fleece Sheets Set with Deep Pockets,micro-fleece-sheets-set-with-deep-pockets,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,672f104d09fe44d5162e7567,TRUE,TRUE,Sat Nov 09 2024 07:33:33 GMT+0000 (Coordinated Universal Time),Thu Dec 05 2024 11:10:44 GMT+0000 (Coordinated Universal Time),Sun Dec 08 2024 13:58:09 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8e97b506e0ca78b4bc_672f14ecfc72525c88a24087_Micro%2520Fleece%2520Sheets%2520Set%2520Queen%2520Pink%2520(1).jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8e97b506e0ca78b544_672f14f08ad43ea38cb12649_Micro%2520Fleece%2520Sheets%2520Set%2520Queen%2520Pink%2520(3).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8e97b506e0ca78b536_672f14f0d6a57ed106736d5e_Micro%2520Fleece%2520Sheets%2520Set%2520Queen%2520Pink%2520(2).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8e97b506e0ca78b4bc_672f14ecfc72525c88a24087_Micro%2520Fleece%2520Sheets%2520Set%2520Queen%2520Pink%2520(1).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8e97b506e0ca78b553_672f14f0c234a64d784d4ad5_Micro%2520Fleece%2520Sheets%2520Set%2520Queen%2520Pink.jpeg,springtree-home,best-on-amazon; cold-sleepers; deep-pocket; soft,"Affordable, soft texture, deep pockets","Limited color options, may not be suitable for hot climates",Micro Fleece,Very High,$59.99,Moderate,Not specified,Moderate,5.0/5,"Twin, Full, Queen, King",Machine washable in cold water; tumble dry low,4,Knit,Not specified,Moderate,30-day return policy,Good,8,8,8,8,8,TRUE,Soft micro fleece sheets with deep pockets,,,60,,https://www.amazon.com/Micro-Fleece-Sheets-Queen-Size/dp/B0B2D6YS7M?th=1&linkCode=ll1&tag=aehp-20&linkId=5ebc2b78e618f802972cb668830e0e97&language=en_US&ref_=as_li_ss_tl,,,,,
Moisture Wicking Sheet Set,moisture-wicking-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673cc3fdefcbce0c7e017340,TRUE,TRUE,Tue Nov 19 2024 16:59:41 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 13:20:29 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046a68e9755d6d6fca90_673cc1eb22bfc0338dbf596d_6_91MedbumwGL._AC_SL1500%2520(1).jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046a68e9755d6d6fca86_673cc20a6cf3f550839b36fc_2_819UPP_MbKL._AC_SL1500.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046a68e9755d6d6fca83_673cc20c6a40f473178b1248_0_81AgRHCVbWL._AC_SL1500.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046a68e9755d6d6fca96_673cc20f0dd95ffcf643dddb_3_81FEHP4jZlL._AC_SL1500.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046a68e9755d6d6fca93_673cc236dd36bc65fdf7d615_7_819VkD0nJ5L._AC_SL1500.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046a68e9755d6d6fca8d_673cc20819899a9a2bd6326f_4_81-xdaGNcQL._AC_SL1500_98f3be53-fc45-4ab0-9743-05243870dd4c.webp,bedsure,bed-sheets; fitted; hot-sleepers,"Moisture-wicking, likely comfortable for hot sleepers",Potential durability concerns,Not specified,Medium-High,$35-$75,Very Good,Not specified,Moderate,4.7/5,"Twin, Twin XL, Full, Queen, King",Machine washable,19,Not specified,Not specified,Moderate,30-day return policy,Good,7,7,7,8,6,FALSE,Moisture-wicking sheets for comfortable sleep,HOMEPRINCIPLES,for 20% off,44,https://bedsurehome.com/products/moisture-wicking-sheet-set?ref=hp20&utm_source=GO&variant=42276491722854,,,,,,
MyPillow Giza Dreams Bed Sheets,mypillow-giza-dreams-bed-sheets-100-certified-giza-egyptian-cotton-deep-pocket-sateen-weave-king-sage,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,6746f36f50c62e61d353bfb4,FALSE,TRUE,Wed Nov 27 2024 10:24:47 GMT+0000 (Coordinated Universal Time),Mon Aug 11 2025 09:19:35 GMT+0000 (Coordinated Universal Time),Mon Aug 11 2025 09:19:35 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b327d0a3dabad24c43_66b1e04b4d3de6090bb24a97_66a9f67239335227928f219e_209caeb9-f309-43e8-a0d0-9aa4e771a1bf.__CR0%25252C0%25252C1464%25252C600_PT0_SX1464_V1___%252520-%252520Copy%2525201.png,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b327d0a3dabad24c32_66b1e04b4d3de6090bb24aa2_66a9f5b8fb53e6c286f0006e_81X5SF9xgML._AC_SL1500_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b327d0a3dabad24c35_66b1e04b4d3de6090bb24aa9_66a9f5b8c2dbb1e5db9f9671_61qVALolirL._AC_SL1500_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b327d0a3dabad24c3a_66b1e04b4d3de6090bb24a93_66a9f5b89d7e8910a3ea6165_71Orzk5tE2L._AC_SL1500_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b327d0a3dabad24c4a_66b1e04b4d3de6090bb24a9a_66a9f5b80c4c999f21ac6058_71RGkzNgvGL._AC_SL1500_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b327d0a3dabad24c3e_66b1e04b4d3de6090bb24aa6_66a9f5b83162a95d48255776_71wKkYML60L._AC_SL1500_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b327d0a3dabad24c28_66b1e04b4d3de6090bb24a90_66a9f5b8cf416a045b436a35_81scJyRvoRL._AC_SL1500_.jpeg,mellanni,affordable; king-size-on-amazon; hot-sleepers-on-amazon; bed-sheets; soft,"Affordable, stain-resistant, wide color selection","May be thin, Limited breathability",Microfiber,Very High,100-120,Very Good,Not specified,Medium-High,5/5,"Twin, Full, Queen, King, Cal King, Split King","Machine wash cold, tumble dry low",2,Microfiber,Yes,Moderate,Lifetime warranty,Very good,10,10,8,8,8,TRUE,"Affordable, stain-resistant microfiber with wide color selection",,,110,,https://amazon.com/dp/B08RZG8SHD?tag=homeprinciple-20,King,,,,
Organic Bamboo Sateen Bed Sheet Set,organic-bamboo-sateen-bed-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,67810a2a8d22a646521fb611,FALSE,TRUE,Fri Jan 10 2025 11:53:14 GMT+0000 (Coordinated Universal Time),Fri Jan 10 2025 11:53:14 GMT+0000 (Coordinated Universal Time),Fri Jan 10 2025 11:53:14 GMT+0000 (Coordinated Universal Time),0,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6780ff1333f80880c3f33be1_4_900x.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6780ff37fe197f91c4b66c2d_IMG_0276-2_900x.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6780ff3bb078ff27900ae634_CS1_0348_900x.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6780ff3f1da65fb407df2d91_5_900x.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6780ff43d41cbdd7fcc2c4d7_7_140d7528-06e4-4824-bcbe-4ff866e7f9a7_900x.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6780ff47bdce89902896e95b_1_900x.webp,aeptom,bed-sheets; bamboo; best-premium,"Temperature-regulating, very soft, moisture-wicking properties","Higher price point, limited variety",Viscose Organic Bamboo,Extremely High,$123-$150,Excellent,300,High,4.9/5,"Twin, Full, Queen, King, Cal King","Gentle machine wash in cold water with like colors, Avoid bleach, softener and detergent that contains bleach",8,Sateen,Yes,High,30 days from delivery,Very Good,9,9.5,9.5,8.5,8.5,FALSE,Soft Organic Bamboo Sateen Temperature-regulating Bed Sheet Set,,,138,https://shareasale.com/r.cfm?b=1823098&u=4360840&m=112048&urllink=&afftrack=,,Queen,,,,
Organic Cotton Core Sheet Set,organic-cotton-core-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673f1389c286c29a5a19d68e,FALSE,TRUE,Thu Nov 21 2024 11:03:37 GMT+0000 (Coordinated Universal Time),Thu Dec 05 2024 10:52:56 GMT+0000 (Coordinated Universal Time),Sun Dec 08 2024 13:58:09 GMT+0000 (Coordinated Universal Time),0,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046879328b7ac7082e3f_673f1331f16848ee5366a1ab_BKL_23-03_OrganicCollection_Bedding_Lifestyle_Look1_1A_0495x_PDP_WO_768x.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046879328b7ac7082e42_673f131e53e2ada5d244db90_BKL_23-03_Bedding_Organic_Vanilla_COR_1x_WOgrey_768x.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046879328b7ac7082e3c_673f1324f1cac8db34bc159f_BKL_23-03_Bedding_Organic_Vanilla_Detail_1x_WOgrey_768x.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046879328b7ac7082e48_673f132839aa84a22e979478_BKL_23-03_OrganicCollection_Bedding_Lifestyle_Look4_4A_0031x_PDP_WO_768x.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046879328b7ac7082e45_673f132e14bfb12102eb81c4_BKL_23-03_OrganicCollection_Bedding_Lifestyle_Look1_1B_0503x_PDP_WO_768x.webp,brooklinen,cotton; best-premium; percale,"Organic material, environmentally friendly, high-quality cotton","Higher price point, may require special care",Organic Cotton,High,$172-$202,Very Good,270,Excellent,4.4/5,"Full, Queen, King, Cal King","Machine wash cold, tumble dry low",6,Percale,Not specified,Very High,365-day return policy,Excellent,9,9,9,9,9,FALSE,"Organic cotton sheets with sustainable, crisp feel",,,180,https://brooklinen.pxf.io/LKXab0?subId1=,,,,,,
Organic Cotton Sheet Set,organic-cotton-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673f36b626df071f562f5f95,FALSE,TRUE,Thu Nov 21 2024 13:33:42 GMT+0000 (Coordinated Universal Time),Sat Nov 30 2024 19:34:06 GMT+0000 (Coordinated Universal Time),Sat Nov 30 2024 21:03:38 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480466c84a1e51556e5446_673f357ca7a1952a8b19a931_Lifestyle-3-1.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480466c84a1e51556e5423_673f35770cd5a0097aaeb754_riley_products-62.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480466c84a1e51556e5434_673f35793d918fa5ef1fd8d9_Lifestyle-4.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480466c84a1e51556e5437_673f358b8a7a48a8c2d96b16_Focus-4.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480466c84a1e51556e5443_673f358db765a71267b35ae2_Focus-6.webp,riley-home,cotton,"Lustrous sateen, extra soft, lightweight, cool, unique dyeing","May require special care, potential for wrinkling",Organic Cotton,Very High,$185.00 – $347.00,Excellent,400,Good,4.5/5,"Twin, Twin XL, Full, Queen, King, Cal King","Machine wash cold, gentle cycle, mild detergent, tumble dry low",5,Sateen,yes,Very High,30-day return policy,Very good,9,8,9,8,8,FALSE,Luxurious organic cotton sheets with unique dyeing,,,300,https://shareasale.com/r.cfm?b=1213612&u=4360840&m=81199&urllink=rileyhome%2Ecom%2Fproduct%2Forganic%2Dcotton%2Dsheet%2Dset%2F&afftrack=,,,,,,
Peachskin Sheet Set,peachskin-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673cb2968c553c043a95affb,TRUE,TRUE,Tue Nov 19 2024 15:45:26 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 13:20:29 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046a45eb04d0ca4fc219_673cadc56fd97662b266d714_04-MineralBlueQueen-06%2520(1).jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046a45eb04d0ca4fc215_673cadb4b7ebb1eb5d30042e_04-MineralBlueQueen-03.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046a45eb04d0ca4fc20e_673cadb6ad0707ad5ac60fb9_04-MineralBlueQueen-04.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046a45eb04d0ca4fc211_673cadb9e53f177b347eb1ec_04-MineralBlueQueen-05.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046a45eb04d0ca4fc20b_673cadba4afa87744d018674_04-MineralBlueQueen-07.jpeg,bedsure,bed-sheets; affordable,"Soft texture, side pocket, OEKO-TEX certified",Limited color options,Polyester microfiber,Very High,$30-$49,Good,Not specified,Good,3.8/5,"Twin, Queen, King","Machine wash cold, gentle cycle, tumble dry low",4/3,Not specified,OEKO-TEX certified,Moderate,30-day return policy,Good,7.5,7,8,8,7,FALSE,Soft peachskin sheets with convenient side pocket,HOMEPRINCIPLES,for 20% off,41,https://bedsurehome.com/products/peachskin-sheet-set?ref=hp20&utm_source=GO&variant=41406278041702,,,,,,
Percale Fitted Sheet,percale-fitted-sheet,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673f34e34b748e591f53df2d,FALSE,TRUE,Thu Nov 21 2024 13:25:55 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 13:20:25 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 13:20:50 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804661bab1a092ed95995_673f2f51a6c6e211cb5cd5be_oatmeal-1_2.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804661bab1a092ed95980_673f2f4ca7a1952a8b123f2d_20943_riley_mj_sheriff_shot_10_1752_v2_rgb_final_5_2_5-e1699972150239.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804661bab1a092ed9597d_673f2f4e16b8f1fae3ba0bdc_0144_percale-sheet-set-3pc-oatmeal-identifier-0012-e1699963801914.webp,riley-home,percale; fitted; best-premium,"Cool and crisp feel, high-quality fabric, excellent construction","May wrinkle easily, requires prompt removal from dryer",Cotton,Medium,$140.00 – $300.00,Excellent,Not specified,Good,4.5/5,"Twin, Twin XL, Full, Queen, King, Cal King","Machine wash, tumble dry low, remove promptly",7,Percale,Not specified,Moderate,30-day return policy,Very good,8.6,8,9,8,8,FALSE,"Cool, crisp percale sheets with quality construction",,,260,https://shareasale.com/r.cfm?b=1213612&u=4360840&m=81199&urllink=rileyhome%2Ecom%2Fproduct%2Fpercale%2Dfitted%2Dsheet%2F&afftrack=,,,,,,
Percale Sheet Set,percale-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,66965d2c920a8770f40e5cb3,FALSE,TRUE,Tue Jul 16 2024 11:44:44 GMT+0000 (Coordinated Universal Time),Fri Nov 29 2024 14:17:51 GMT+0000 (Coordinated Universal Time),,2,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b1e04c8c5ef11f5fa5b646_66a9e7157e67c52919e04c26_66a0aab00f40c8024b5e45db_percale-sheet-set_white_studio_1632.avif,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b1e04c8c5ef11f5fa5b639_66a9e7157e67c52919e04c2b_66a0aab09303f6bfde7df4ec_percale-sheet-set_white_detail_13412.avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b1e04c8c5ef11f5fa5b646_66a9e7157e67c52919e04c26_66a0aab00f40c8024b5e45db_percale-sheet-set_white_studio_1632.avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b1e04c8c5ef11f5fa5b640_66a9e7157e67c52919e04c2f_66a0aab0fa6352714fd50f03_percale-top-sheet_white_lightbox_8510.avif,parachute,bed-sheets; percale; cotton; egyptian-cotton; best-premium,"Crisp feel, breathable","May wrinkle easily, Limited softness",Egyptian cotton,Medium-High,$129-$169,Very Good,Not specified,High,4.6/5,"Twin, Full, Queen, King, Cal King","Machine wash warm, tumble dry low",5,Percale,Yes,High,60-day return policy,Very Good,8.3,8.5,8.5,8,8,FALSE,"Breathable percale cotton sheets, crisp and comfortable",,,,,,,,,,
Queen Bed Sheets Set,utopia-bedding-queen-bed-sheets-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,66a9e7161d0dfa3c399a621f,TRUE,TRUE,Wed Jul 31 2024 07:26:14 GMT+0000 (Coordinated Universal Time),Thu Dec 12 2024 17:46:24 GMT+0000 (Coordinated Universal Time),Thu Dec 12 2024 17:51:04 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b36f918d8f395461e8_66cc2e39a32356519511a3d4_Utopia%2520Bedding%2520Microfiber%2520Sheet%2520Set.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b36f918d8f395461fe_66cc2d5c229a9aa42aaf538f_Utopia%2520Bedding%2520Queen%2520Sheets%2520(1).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b36f918d8f395461f4_66cc2d5c90f55918de99dd6c_Utopia%2520Bedding%2520Queen%2520Sheets%2520(2).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b36f918d8f395461fb_66cc2d5c8785b9894be22294_Utopia%2520Bedding%2520Queen%2520Sheets%2520(3).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b36f918d8f395461f7_66cc2d5ca16f4df0bb9f8aec_Utopia%2520Bedding%2520Queen%2520Sheets%2520(4).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b36f918d8f395461f1_66cc2d5c3464db746fd4b0ca_Utopia%2520Bedding%2520Queen%2520Sheets%2520(5).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b36f918d8f395461eb_66cc2d5ca6d41c79c484b19f_Utopia%2520Bedding%2520Queen%2520Sheets.jpeg,utopia-bedding,affordable; king-size-on-amazon; queen-size-on-amazon,"Affordable, wrinkle-resistant, easy care","May pill, Limited durability",Microfiber,Medium-High,$15-$25,Good,1800,Medium,4.6/5,"Twin, Full, Queen, King","Machine wash cold, tumble dry low",15,Microfiber,Yes,Moderate,30-day return policy,Good,7.5,8,7,8,7,TRUE,"Affordable microfiber, wrinkle-resistant and easy care",,,30,,https://www.amazon.com/Utopia-Bedding-4-Piece-Queen-Sheets/dp/B00NX0WXQI?ascsubtag=srctok-d9bd87bcd5f3f9fa&btn_ref=srctok-d9bd87bcd5f3f9fa&th=1&linkCode=ll1&tag=aehp-20&linkId=d35063d33abee7b1b825c42b27a36a06&language=en_US&ref_=as_li_ss_tl,,,,,
Queen Sheets Set,mellanni-queen-sheets-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,66a9e716bc8062f48a5151b4,TRUE,TRUE,Wed Jul 31 2024 07:26:14 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 10:59:55 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 10:59:55 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b327d0a3dabad24c43_66b1e04b4d3de6090bb24a97_66a9f67239335227928f219e_209caeb9-f309-43e8-a0d0-9aa4e771a1bf.__CR0%25252C0%25252C1464%25252C600_PT0_SX1464_V1___%252520-%252520Copy%2525201.png,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b327d0a3dabad24c32_66b1e04b4d3de6090bb24aa2_66a9f5b8fb53e6c286f0006e_81X5SF9xgML._AC_SL1500_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b327d0a3dabad24c35_66b1e04b4d3de6090bb24aa9_66a9f5b8c2dbb1e5db9f9671_61qVALolirL._AC_SL1500_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b327d0a3dabad24c3a_66b1e04b4d3de6090bb24a93_66a9f5b89d7e8910a3ea6165_71Orzk5tE2L._AC_SL1500_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b327d0a3dabad24c4a_66b1e04b4d3de6090bb24a9a_66a9f5b80c4c999f21ac6058_71RGkzNgvGL._AC_SL1500_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b327d0a3dabad24c3e_66b1e04b4d3de6090bb24aa6_66a9f5b83162a95d48255776_71wKkYML60L._AC_SL1500_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b327d0a3dabad24c28_66b1e04b4d3de6090bb24a90_66a9f5b8cf416a045b436a35_81scJyRvoRL._AC_SL1500_.jpeg,mellanni,affordable; best-on-amazon; king-size-on-amazon; queen-size-on-amazon; cooling-on-amazon; hot-sleepers-on-amazon; bed-sheets; hot-sleepers,"Affordable, stain-resistant, wide color selection","May be thin, Limited breathability",Microfiber,Very High,$30-$40,Very Good,Not specified,Medium-High,4.5/5,"Twin, Full, Queen, King, Cal King, Split King","Machine wash cold, tumble dry low",40,Microfiber,Yes,Moderate,Lifetime warranty,Very good,9,9,8,8,8,TRUE,"Affordable, stain-resistant microfiber with wide color selection",,,37,,https://amazon.com/dp/B00NLLUMOE?tag=homeprinciple-20,,,,,
Rayon Derived from Bamboo Hotel Luxury Silky Bedding,rayon-derived-from-bamboo-hotel-luxury-silky-bedding,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,676dcafe442d7bb7067d1710,TRUE,TRUE,Thu Dec 26 2024 21:30:38 GMT+0000 (Coordinated Universal Time),Thu Dec 26 2024 21:47:11 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/676dc2eca32124962365963e_81Bzg8zHgwL._AC_SL1500_.jpg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/676dc2f1a321249623659d89_81w0Yju0-fL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/676dc2f6580c28474679b062_817CGxhWAPL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/676dc2fef1021678265b0d69_91D1OcoFBYL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/676dc30aaed7c65cee39d27d_81hCFYRJbLL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/676dc310df6434dcb59867fc_71%2BjDsOocBL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/676dc316aed7c65cee39df86_815NzmsvPGL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/676dc327db24e02c8836a379_81nh-ishknL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/676dc346f175aca00243105f_918QJcD97bL._AC_SL1500_.jpg,bedsure,bamboo; hot-sleepers,"Breathable, soft deep pocket, durable",May wrinkle easily,Rayon,High,$39-$69,Excellent,Not specified,Very Good,4.4/5,"Twin, Twin XL, full, Queen, King, Cal King","Machine wash cold, gentle cycle, tumble dry low",29,Not specified,Not specified,Moderate,30-day return policy,Good,8,8,8,8,7,FALSE,"Hotel Luxury Silky, Breathable & Soft Bedding Sheets",HOMEPRINCIPLES,for 20% off,44,,https://www.amazon.com/dp/B07YKCZHGK?th=1&linkCode=ll1&tag=aehp-20&linkId=419ea30ba4581893aff85f4d49e69237&language=en_US&ref_=as_li_ss_tl,,,,,
Rayon Derived from Bamboo and Linen Sheet Set,rayon-derived-from-bamboo-and-linen-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673ca30efb80981ccfb0e8bc,FALSE,TRUE,Tue Nov 19 2024 14:39:10 GMT+0000 (Coordinated Universal Time),Thu Dec 26 2024 20:50:44 GMT+0000 (Coordinated Universal Time),Thu Dec 26 2024 20:50:44 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046bef5f6c5702b70754_673c9a399c4a8c757690cf36_03-GreyKing-01_ef8076ad-ae78-4cfc-b61d-b458ac95159a%2520(1).jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046bef5f6c5702b7073f_673c9a1f1e8e75a94d14d46c_03-GreyKing-07_b2616a5f-1c0a-47ba-a812-8c7f9ac7fe5e.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046bef5f6c5702b70757_673c9a1e78731350cd322ed3_03-GreyKing-05_69502bf1-7436-47de-938b-df09d58bb214.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046bef5f6c5702b7075a_673c9a1fbde9be51422f8ab1_03-GreyKing-04_8eccd4ed-63e7-4540-9975-6c0272a4a9e1.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046bef5f6c5702b70744_673c9a20eda7038cd2abb1a6_03-GreyKing-02_5cdf3449-12a8-4dba-bf3f-5e55cdd308e6.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046bef5f6c5702b70751_673c9a23116f3b84efe399c6_03-GreyKing-03_4b2e0309-ce98-4a33-b756-d9e9ec2ce121.jpeg,bedsure,bamboo; hot-sleepers,"Breathable, moisture-wicking, cooling, durable","May wrinkle easily, limited color options","Rayon, Linen",High,$92-$118,Excellent,Not specified,Good,4/5,"Queen, King","Machine wash cold, gentle cycle, tumble dry low",5,Not specified,Not specified,Moderate,30-day return policy,Good,8,7,7,8,7,FALSE,Cooling bamboo-linen blend sheets for hot sleepers,HOMEPRINCIPLES,for 20% off,110,https://bedsurehome.com/products/bedsure-bamboo-linen-sheets-cooling-for-hot-sleeper?ref=hp20&utm_source=GO&variant=40874156327014,https://www.amazon.com/dp/B0CWL677F7?th=1&linkCode=ll1&tag=aehp-20&linkId=72dc8f2a4acd9584644a1ac5b7affb59&language=en_US&ref_=as_li_ss_tl,,,,,
